0,000240875
9,1906e-05
9,3101e-05
8,8184e-05
7,8979e-05
7,5935e-05
7,3409e-05
7,1197e-05
7,1303e-05
6,155e-05
6,288e-05
6,9724e-05
6,4561e-05
7,4553e-05
5,2021e-05
5,7145e-05
7,2356e-05
5,5371e-05
7,2245e-05
5,9454e-05
6,7453e-05
6,2896e-05
6,3811e-05
5,8714e-05
7,5591e-05
6,2859e-05
5,8697e-05
6,6417e-05
5,759e-05
5,7102e-05
5,7754e-05
4,9503e-05
6,036e-05
5,6221e-05
5,721e-05
5,951e-05
6,4697e-05
5,5035e-05
4,8687e-05
5,8398e-05
5,1996e-05
5,4584e-05
5,7859e-05
5,4165e-05
5,9555e-05
5,9111e-05
5,0683e-05
6,3261e-05
5,6423e-05
5,9108e-05
6,4606e-05
5,658e-05
5,9459e-05
5,1969e-05
5,6888e-05
6,0736e-05
5,7179e-05
5,2272e-05
5,2381e-05
6,7451e-05
5,7934e-05
5,8648e-05
5,8496e-05
5,9744e-05
5,6338e-05
5,3878e-05
5,7979e-05
5,1712e-05
5,9493e-05
5,6859e-05
5,5564e-05
6,0262e-05
5,872e-05
5,9669e-05
5,0779e-05
6,9045e-05
7,1752e-05
5,8655e-05
5,9602e-05
5,1608e-05
6,0252e-05
5,7302e-05
5,5936e-05
6,0742e-05
5,6376e-05
5,1083e-05
5,0469e-05
6,1243e-05
5,5828e-05
6,2412e-05
5,4544e-05
4,5278e-05
5,4897e-05
6,059e-05
5,7782e-05
6,2978e-05
5,3421e-05
5,8022e-05
5,0952e-05
5,8172e-05
5,4594e-05
5,9937e-05
5,5078e-05
7,2659e-05
4,6639e-05
5,8768e-05
5,6172e-05
6,5951e-05
5,2955e-05
5,9056e-05
5,4374e-05
5,8116e-05
5,7053e-05
5,6282e-05
5,6008e-05
5,0049e-05
7,3485e-05
6,0067e-05
5,3464e-05
5,7278e-05
5,3378e-05
5,8379e-05
5,4595e-05
5,3228e-05
5,6031e-05
6,0265e-05
5,8808e-05
5,0802e-05
6,1135e-05
5,5068e-05
5,6416e-05
5,4264e-05
5,382e-05
5,4812e-05
5,6798e-05
5,0133e-05
5,0015e-05
6,3907e-05
5,8178e-05
5,9265e-05
6,7306e-05
6,213e-05
6,2865e-05
6,1104e-05
4,9196e-05
5,4019e-05
5,5588e-05
4,4363e-05
5,4837e-05
4,9215e-05
5,424e-05
5,0562e-05
4,4902e-05
5,7961e-05
6,1646e-05
6,0287e-05
6,1154e-05
5,9786e-05
5,4654e-05
5,7808e-05
5,4219e-05
5,6372e-05
6,0605e-05
6,5489e-05
6,3454e-05
5,9783e-05
6,8343e-05
6,791e-05
6,0364e-05
5,5021e-05
5,6062e-05
5,5428e-05
5,727e-05
5,8152e-05
5,8863e-05
5,5037e-05
4,9536e-05
6,2946e-05
7,0073e-05
5,7805e-05
5,9754e-05
6,1363e-05
7,3822e-05
7,0394e-05
5,6502e-05
5,9134e-05
6,1782e-05
6,2294e-05
5,1077e-05
6,2223e-05
5,689e-05
6,5939e-05
6,1849e-05
6,1717e-05
6,6386e-05
6,7574e-05
7,3324e-05
7,2783e-05
6,9342e-05
6,1597e-05
6,3078e-05
5,4333e-05
7,1003e-05
6,1485e-05
5,9426e-05
6,0692e-05
5,9658e-05
4,8067e-05
6,4474e-05
6,3256e-05
6,4667e-05
5,6818e-05
5,8326e-05
5,3158e-05
5,6306e-05
5,7887e-05
6,3768e-05
7,4161e-05
8,5225e-05
7,8279e-05
7,4113e-05
7,0427e-05
8,1429e-05
7,982e-05
6,8462e-05
7,337e-05
7,0678e-05
7,7659e-05
6,654e-05
6,3773e-05
8,3995e-05
8,1353e-05
6,0863e-05
6,8876e-05
6,9092e-05
6,8915e-05
6,4594e-05
6,5751e-05
5,6386e-05
6,4714e-05
6,7486e-05
6,1731e-05
5,4462e-05
6,2322e-05
5,9312e-05
6,117e-05
5,6746e-05
6,2362e-05
5,9522e-05
5,9612e-05
6,03e-05
9,3331e-05
5,6994e-05
5,9046e-05
4,9662e-05
5,0984e-05
5,5198e-05
5,7447e-05
7,3425e-05
6,5277e-05
5,5088e-05
5,3372e-05
5,5135e-05
6,0683e-05
6,1247e-05
6,4122e-05
5,7746e-05
6,3411e-05
5,8428e-05
5,6212e-05
5,3334e-05
5,5789e-05
5,372e-05
4,8302e-05
5,5017e-05
6,3774e-05
7,153e-05
6,2667e-05
5,4686e-05
5,9895e-05
5,3265e-05
6,7548e-05
5,0196e-05
5,3284e-05
5,3362e-05
4,9742e-05
5,1111e-05
5,7629e-05
4,5975e-05
5,5706e-05
5,3336e-05
5,7446e-05
5,9643e-05
5,3526e-05
4,9112e-05
5,9477e-05
4,9918e-05
5,0549e-05
5,7064e-05
5,9804e-05
6,8025e-05
5,1908e-05
5,5519e-05
5,8887e-05
6,3036e-05
5,482e-05
6,8569e-05
6,0384e-05
5,991e-05
6,0818e-05
5,0166e-05
7,5264e-05
5,4554e-05
5,2108e-05
4,8852e-05
5,5093e-05
5,878e-05
5,1027e-05
5,3339e-05
5,5393e-05
5,4911e-05
5,2736e-05
5,0207e-05
6,069e-05
5,808e-05
6,4595e-05
4,9015e-05
4,781e-05
5,0873e-05
4,8435e-05
5,0947e-05
5,1741e-05
5,3155e-05
5,5654e-05
4,4191e-05
5,1075e-05
5,8729e-05
5,3747e-05
4,998e-05
5,1557e-05
6,9201e-05
5,1427e-05
5,1521e-05
4,8757e-05
5,1331e-05
4,5916e-05
4,6623e-05
5,2961e-05
5,5201e-05
5,1047e-05
5,3658e-05
4,6672e-05
5,0607e-05
5,409e-05
5,4558e-05
5,1376e-05
5,6516e-05
5,7159e-05
7,3461e-05
6,7909e-05
4,7073e-05
8,0094e-05
4,9903e-05
5,5878e-05
6,649e-05
6,2805e-05
6,6362e-05
6,8483e-05
6,4391e-05
5,2937e-05
5,3509e-05
6,3358e-05
5,3902e-05
4,4482e-05
5,0344e-05
4,5237e-05
3,8756e-05
5,3716e-05
4,7175e-05
5,1796e-05
4,8467e-05
5,4584e-05
4,3018e-05
5,3804e-05
4,4944e-05
5,0944e-05
4,4681e-05
4,7705e-05
4,8481e-05
5,2621e-05
4,8047e-05
5,3356e-05
4,7797e-05
5,0935e-05
4,7608e-05
4,6155e-05
4,4851e-05
5,0085e-05
4,7493e-05
4,8034e-05
5,2609e-05
5,8942e-05
4,8082e-05
4,5636e-05
4,7997e-05
5,282e-05
5,2741e-05
4,9235e-05
4,977e-05
5,0841e-05
4,266e-05
4,0873e-05
4,8691e-05
5,1953e-05
4,6604e-05
4,8219e-05
4,6897e-05
4,5124e-05
4,8796e-05
5,0531e-05
5,0321e-05
4,6485e-05
4,958e-05
4,5161e-05
4,5781e-05
5,0337e-05
4,8042e-05
4,4202e-05
4,4242e-05
5,2588e-05
4,9835e-05
5,0905e-05
5,5797e-05
4,3854e-05
5,3396e-05
5,4795e-05
4,5518e-05
5,254e-05
5,3077e-05
4,8161e-05
4,5178e-05
4,6607e-05
4,8448e-05
5,1298e-05
4,843e-05
4,3349e-05
4,9863e-05
5,7078e-05
4,6539e-05
5,0632e-05
5,0981e-05
4,9139e-05
4,9473e-05
4,8074e-05
4,5949e-05
5,0911e-05
4,7201e-05
5,0944e-05
4,991e-05
4,7843e-05
4,8042e-05
4,7112e-05
5,3816e-05
4,563e-05
5,1971e-05
4,127e-05
4,9509e-05
5,0958e-05
4,9678e-05
5,3461e-05
5,118e-05
4,5485e-05
4,6973e-05
5,0459e-05
4,8392e-05
0,000666666
7,163e-05
4,564e-05
4,6671e-05
8,5852e-05
5,0615e-05
4,7205e-05
4,1401e-05
4,8415e-05
4,5652e-05
4,2292e-05
4,783e-05
5,0466e-05
4,6208e-05
4,6674e-05
6,7154e-05
5,2226e-05
4,9056e-05
4,2791e-05
5,019e-05
5,6713e-05
5,0299e-05
4,8929e-05
5,7925e-05
4,8415e-05
4,0348e-05
4,7567e-05
5,9038e-05
5,6935e-05
5,9715e-05
4,8679e-05
3,8732e-05
4,7995e-05
4,2667e-05
4,5752e-05
3,9286e-05
4,2973e-05
4,6947e-05
4,2435e-05
5,0612e-05
4,9492e-05
9,7424e-05
5,1829e-05
4,8184e-05
4,6582e-05
4,8133e-05
3,9359e-05
4,6782e-05
4,4781e-05
5,2682e-05
4,6014e-05
4,5347e-05
4,5009e-05
4,9283e-05
4,0429e-05
4,7398e-05
5,0103e-05
4,6086e-05
4,5159e-05
4,8514e-05
5,1507e-05
5,1759e-05
5,006e-05
4,9383e-05
6,7782e-05
5,2671e-05
5,2891e-05
5,1658e-05
6,197e-05
0,000161323
6,6123e-05
6,1024e-05
5,169e-05
4,2644e-05
4,1952e-05
4,965e-05
4,896e-05
4,7457e-05
4,436e-05
4,5742e-05
4,5876e-05
5,3936e-05
4,5133e-05
5,0723e-05
5,0473e-05
4,8239e-05
